" Tag 1 "," Tag 2 " , Similarity
"virtual reality","New Year 1999",0.18053668007348067
"virtual reality","Jim Carrey",0.18053668007348067
"virtual reality","alcohol consume",0.18053668007348067
"confusing","confusing plot",0.3662040962227032
"confusing","memorable sequence",0.3662040962227032
"confusing","thought provoking",0.34657359027997264
"Erotic","Notable Nudity",0.34657359027997264
"Betamax","DVD-RAM",0.05242043535966589
"death metal","glue sniffing",0.3138705812946884
"death metal","stoner rock",0.3138705812946884
"urbane","lots of characters",0.24033731187229493
"influencial","classic",0.5493061443340548
"War","Thriller",0.025533023464468185
"dreamlike","cerebral",0.36651629274966196
"Potential Oscar Nom","Oscar Nom 2007",38.09037823072167
"bazooka","homeland security",0.23025850929940456
"Demi Moore","Vietnam",0.07330325854993242
"Stewart Granger","John Wayne",0.3854212639204929
"stylish","dark",0.7158645534259246
"girls","comedy",0.16962108289600727
"stylish","character driven",0.3579322767129623
"Oh No","NOT Again!",0.3579322767129623
"comedy","spoof",0.1399609961537407
"comedy","Dennis Rodman",0.30649537425959444
"comedy","politics",0.36651629274966196
"comedy","magic",0.5718319836733973
"comedy","action",0.7359240676016012
"comedy","sci-fi",0.12531140530851856
"comedy","romantic",0.25993019270997947
"comedy","love this movie",0.25993019270997947
"comedy","jim carrey",0.34657359027997264
"Erin","Eric",0.023908365583527828
"but a classic","Cheesy",0.3662040962227032
"Michael Moore","political",0.3218875824868201
"story-in-a-story","fantasy",0.7330325854993239
"DVD-RAM","DVD-R",0.15827525048503266
"DivX","Christian Bale",1.3436430040934157
"ancient books","devil",0.30649537425959444
"WizardOfOz","remakeOf:The Shaggy Dog(1959)",0.0016230599247596747
"addiction","Ingmar Bergman",0.00690833550801433
"addiction","chemical dependency",1.4317291068518492
"addiction","recovery",0.7158645534259246
"resorts to unnecessary graphical violence","senseless violence",0.34657359027997264
"inarritu","Alejandro Gonzalez Inarritu",0.3662040962227032
"plotless","slow",0.3197804502488129
"plotless","dark",0.3197804502488129
"persuasion","love story",0.2879695656771679
"persuasion","jane austen",0.2879695656771679
"comic strip","talking animals",0.020124248582747317
"author:Martin Cruz Smith","author:Ayn Rand",0.001763705746281148
"mystery","erotic",0.1549704725877074
"mystery","action",0.03596025905647261
"mystery","children",0.17328679513998632
"mystery","comic book",0.10462352709822947
"mystery","noir",0.4086604990127926
"mystery","fantasy",0.10462352709822947
"mystery","bogart",0.7330325854993239
"Oliver Stone","Vietnam",0.10055021680229212
"talking animals","politics",0.0036535335857703437
"Oliver Stone","action",0.41125577490138815
"Oliver Stone","war",0.24413606414846883
"talking animals","steampunk",0.5198603854199589
"jonossa","Christopher Walken",2.0556158744944355
"complicated","must be seen more than once",0.3218875824868201
"Yul","Charles Bronson",0.17851484105136767
"Yul","Clint Eastwood",0.17851484105136767
"coolness","action",0.4378773892751655
"coolness","classic",0.17896613835648115
"politics","A love love story",0.21576155433883565
"politics","africa",0.21576155433883565
"the american dream","organized crime",0.6931471805599453
"the american dream","immigration",0.34657359027997264
"the american dream","thelma & louise",0.34657359027997264
"magic","sequel",0.27031007207210955
"narrated","action",0.1662330408326609
"magic","fantasy",0.33838547741386776
"1920s","apes",0.017631979916636488
"Wizards","harry potter",0.2986265782046758
"Wizards","based on a book",0.5972531564093516
"mental hospital","sexual harrassment",0.3611918412977808
"mental hospital","overture",0.3611918412977808
"AFI #54","AFI #52",0.018794141101214103
"google video","imdb top 250",32.97864320007929
"Quentin Tarantino","grindhouse",0.17896613835648115
"Quentin Tarantino","Uma Thruman",2.3396759505408706
"Quentin Tarantino","Tarantino",0.36651629274966196
"AFI #86","AFI #93",0.01687250551776309
"tear-jerker","heart-wrenching",0.25993019270997947
"Oregon","Portland",0.34657359027997264
"18th century","Jane Austen",0.4828313737302301
"George Clooney","Tom Cruise",0.044207097160083884
"George Clooney","Matt Damon",0.20707555414900003
"Classical Chinese","Emperor",0.36651629274966196
"As historicaly correct as Germany winning WW2","but still a fun movie.",0.3662040962227032
"sequel","ridiculous",0.029195734423202
"sequel","humorous",0.3218875824868201
"sequel","sci-fi",0.20205829154466046
"ridiculous","silly",0.20205829154466046
"Tom Cruise","cyborgs",0.01805070782708191
"Tom Cruise","action",0.3579322767129623
"Tom Cruise","Good story",0.044207097160083884
"Free to download","amature",0.08459249977267377
"Have","but not seen",0.3662040962227032
"split personality","writer",0.21576155433883565
"so bad it's funny","japan",0.34657359027997264
"so bad it's funny","humor",0.5198603854199589
"so bad it's funny","ironic",0.5198603854199589
"so bad it's funny","extravagant",0.17328679513998632
"action","italian",0.5051457288616511
"action","sci-fi",1.2568728611321607
"action","Mel Gibson",0.27031007207210955
"action","racing",0.5198603854199589
"action","classic",0.5368984150694435
"action","franchise",0.5198603854199589
"action","james bond",0.5198603854199589
"action","kung-fu",0.6437751649736402
"action","to-rent",0.7158645534259246
"action","thriller",0.30649537425959444
"Edward Norton","AMMChickFlicks",0.3662040962227032
"bears","documentary",0.34657359027997264
"Nudity (Topless)","Nudity (Rear)",0.6457742969884276
"Nudity (Topless)","cyberpunk",0.18053668007348067
"Nudity (Topless)","sci-fi",0.541610040220442
"Nudity (Topless)","New Year 1999",0.18053668007348067
"Nudity (Topless)","Jim Carrey",0.18053668007348067
"Nudity (Topless)","seen more than once",0.36651629274966196
"Nudity (Topless)","alcohol consume",0.18053668007348067
"genocide","Rwanda",0.29144631955236805
"scary","monkey",1.4317291068518492
"scary","dissection",0.27031007207210955
"erlend's DVDs","hard rock",2.2096100205716867
"Miyazaki","Japan",0.6648306744273791
"Funfunfun","seen more than once",0.3662040962227032
"Miyazaki","Hayao Miyazaki",0.48417020593554494
"Miyazaki","Studio Ghibli",0.7158645534259246
"Slashy","Heist",2.3245570888156113
"judi dench","johnny depp",0.0697031180553486
"Sylvester Stallone","Wesley Snipes",0.2879695656771679
"Goonies","The",0.3662040962227032
"Nudity (Rear)","Nudity (Full Frontal)",0.21287281711051262
"based on true story","esoteric plotlines",0.6684788430116774
"italian","kung-fu",0.3218875824868201
"mars","force",0.3300953659172462
"flashbacks","vigilantism",0.13212915413765
"flashbacks","revenge",0.13212915413765
"flashbacks","prison",0.13212915413765
"Planes","Snakes",0.36651629274966196
"chemical dependency","recovery",0.7158645534259246
"fish","ocean",0.277987164150759
"Sueños de libertad","based on a book",0.27031007207210955
"sure thing","top ten",0.09864606491408412
"well done","different",0.5736254683636905
"on computer","on dvr",0.7034006816582695
"cyberpunk","sci-fi",0.541610040220442
"cyberpunk","New Year 1999",0.18053668007348067
"cyberpunk","Jim Carrey",0.18053668007348067
"cyberpunk","alcohol consume",0.18053668007348067
"musicians","cuba",0.34657359027997264
"war","desert",0.2517724898230907
"war","sci-fi",0.09531050269500292
"clinton","classic",0.3662040962227032
"A love love story","africa",0.21576155433883565
"ending lame","haunting visuals",0.21576155433883565
"ending lame","creepy",0.21576155433883565
"not nearly as interesting as it could be. Token Americana.","BEH...long tedious",0.16355433605311248
"kuitenkin maailma ja hahmot mielenkiintoisia.","Kohtuullisen tylsÃ¤ks meni",0.27031007207210955
"americana","Lolita-fetish",0.10569873776878186
"Guillermo del Toro","twist ending",0.7797905781299383
"Ernest Hemingway","Isaac Asimov",0.01826766792885172
"Wim Wenders","German",0.3579322767129623
"Kristin Scott Thomas","Hugh Grant",0.3579322767129623
"Africa","Chuck Palahniuk",0.0036535335857703437
"psychology","midgets",0.0034074989327920885
"silent comedy","Harold Lloyd",0.3662040962227032
"sci-fi","Luc Besson",0.07942490404307401
"sci-fi","humor",0.30995419858880463
"sci-fi","Bill Murray",0.12051585471536456
"sci-fi","dark",0.12222076882408699
"sci-fi","New Year 1999",0.541610040220442
"sci-fi","Jim Carrey",0.541610040220442
"sci-fi","alcohol consume",0.541610040220442
"sci-fi","Michael Crichton",0.36651629274966196
"sci-fi","to-rent",0.7158645534259246
"sci-fi","thriller",0.30649537425959444
"clancy","books",0.27031007207210955
"couldn't finish it","excellent!",0.3579322767129623
"poetry","Pablo Neruda",0.3218875824868201
"cheerleading","Lolita-fetish",0.1549704725877074
"bad cgi","video game adaptation",0.05925820077506918
"Japan","anime",0.7109215402326823
"the photagraphy is amazing","the atmosphere very natural",0.3061060685979011
"organized crime","immigration",0.6931471805599453
"organized crime","thelma & louise",0.6931471805599453
"slow","dark",0.3197804502488129
"Divx1","DVD1",0.09595797434427536
"dystopic future","distopia",0.34657359027997264
"unique look","1940's feel",0.34657359027997264
"Nudity (Full Frontal)","gold digger",0.3342394215058387
"future","end of the world",0.277987164150759
"future","twist ending",0.555974328301518
"autism","Asperger syndrome",0.08529189189150999
"al pacino","imdb top 250",0.8958797346140275
"japan","baseball",0.014381558836374797
"japan","humor",0.43321698784996576
"japan","ironic",0.6065037829899521
"japan","extravagant",0.17328679513998632
"Charles Bronson","Clint Eastwood",0.17851484105136767
"VHS","Ultra Panavision 70",0.005016329776987317
"VHS","70mm",0.006249687749513911
"humor","ironic",1.0397207708399179
"humor","extravagant",0.34657359027997264
"dark","social commentary",0.19730379672781054
"dark","classic",0.34657359027997264
"Ultra Panavision 70","70mm",0.005633008763250615
"dark","character driven",0.7158645534259246
"vigilantism","revenge",0.13212915413765
"vigilantism","prison",0.13212915413765
"New Year 1999","Jim Carrey",0.18053668007348067
"New Year 1999","alcohol consume",0.18053668007348067
"USA","documentary",0.36651629274966196
"masturbatory garbage","Zack Snyder has the mentality of a 13 year old boy",0.29144631955236805
"world war II","fantasy",0.34657359027997264
"legend","faerie tale",0.07046582517918791
"anime","Hayao Miyazaki",18.819367194430114
"anime","children",2.4137650560804995
"anime","comic book",0.2959556950917158
"anime","Studio Ghibli",37.660873401261846
"immigration","thelma & louise",0.34657359027997264
"Can't remember","K movie",0.7681097489873915
"documentary","morgan freeman",0.21576155433883565
"documentary","nuclear",0.5655122849175553
"documentary","french",0.21576155433883565
"murder mystery","adultery",0.17851484105136767
"murder mystery","courtroom drama",0.17851484105136767
"scarlett johansson","painting",0.21237800307558297
"spies","Angelina Jolie",0.02532769803397674
"Tony Awards","Gay Fave",0.34657359027997264
"social commentary","classic",0.25993019270997947
"horror","thriller",0.3579322767129623
"great for the kids and adults","very funny",0.36651629274966196
"gross","satire",0.27031007207210955
"post-punk","concert",0.277987164150759
"stupid","kid flick",0.16953071756350396
"carjacking","car chase",0.2119095491797867
"dvd-r","buy",0.03563260568786909
"Hayao Miyazaki","Studio Ghibli",2.8634582137036984
"Moving","Great Screenplays",0.013007357824393903
"Mel Gibson","awesome",0.07491116818022871
"Mel Gibson","Drama",0.3579322767129623
"Mel Gibson","Julia Roberts",0.268653736072302
"notable cast","irreverent",0.05971604824755191
"imdb top 250","existentialism",0.30995419858880463
"assassin-in-training (scene)","espionage",0.2986265782046758
"assassin-in-training (scene)","Jean Reno",0.2986265782046758
"ironic","extravagant",0.6931471805599453
"ironic","buddhist monks",0.27031007207210955
"morgan freeman","french",0.21576155433883565
"chaplin","hard to rate",0.049278250145047206
"Richard Gere","prostitution",0.1549704725877074
"civil rights","racism",0.36651629274966196
"A complete waste of time!","Completely BORING!",0.08323133470628467
"beautiful","humane",0.09166557661806524
"complex","Goodfellas II",0.09855650029009441
"good","predictable",0.037455584090114354
"children","Studio Ghibli",2.255605295553334
"gore","awesome ending",0.5972531564093516
"Atmospheric","great photograpy",0.36651629274966196
"Jim Carrey","comic book",0.06968864716063242
"Jim Carrey","alcohol consume",0.18053668007348067
"Hugo Weaving","Natalie Portman",2.2183757671815636
"Jim Carrey","Comedy",0.5198603854199589
"romantic","love this movie",0.25993019270997947
"romantic","Great movie",0.3662040962227032
"Kubrick","classic",0.8355985537645967
"70mm","Cinerama",1.7405997078444304
"harry potter","based on a book",0.5972531564093516
"anime. miyazaki","fantasy",0.27031007207210955
"love mr. tumnus","Christian",0.2656802513818748
"racing","car chase",0.1549704725877074
"racing","franchise",0.25993019270997947
"racing","james bond",0.25993019270997947
"Christian","faith",0.3342394215058387
"comic book","seen more than once",3.662101441939778
"comic book","revenge",0.5070182224477673
"comic book","superhero",2.926613626646565
"racism","Oscar (Best Picture)",0.571316555730876
"seen more than once","goofy comedy",0.19730379672781054
"seen more than once","classic",0.36007507438868785
"seen more than once","suprisingly clever",0.2986265782046758
"Good action","movie",0.1927918285514358
"puppetry","king prawn",0.19730379672781054
"revenge","prison",0.13212915413765
"noir","bogart",1.4660651709986479
"dan akroyd","classic",0.2986265782046758
"fantasy","mythology",0.33838547741386776
"fantasy","kids",0.27031007207210955
"classic","must see",0.18077378207304684
"classic","french",0.44793986730701374
"classic","family",0.5878143210318295
"classic","Hollywood",0.27031007207210955
"classic","prison",0.3218875824868201
"classic","spirits",0.3631276544516587
"Jack Lemmon","Walter Matthau",0.08256886693749055
"Jack Lemmon","Mamet",0.20205829154466046
"animated","Comedy",0.36651629274966196
"but it's a bit long.","I'd see it again",0.27031007207210955
"Walter Matthau","Supreme Court",0.11611364930987841
"superhero","jim carrey",0.3662040962227032
"franchise","james bond",0.25993019270997947
"adultery","courtroom drama",0.17851484105136767
"must see","Great movie",0.08177716802655624
"must see","Favorite",0.3579322767129623
"Oscar (Best Picture)","tear jerker",1.2061127287651827
"end of the world","twist ending",0.555974328301518
"unnecessary","cute",0.36651629274966196
"Comedy","fake horror",0.1927918285514358
"Frank Capra","Christmas",0.3342394215058387
"cute","but a little slow",0.27031007207210955
"THEATER","RENT",0.23298851502661272
"Good effects","alien series",0.36651629274966196
"unforgetable","Tom Cruise's best work",0.20205829154466046
"you've seen them all.","When you've seen one Jackie Chan movie",0.277987164150759
"haunting visuals","creepy",0.21576155433883565
"creepy","7-4-2007",0.08764381818299229
"creepy","uncanny",0.08764381818299229
"creepy","entertaining",0.3579322767129623
"Christmas","family",0.15232894695229235
"elijah wood","artsy",0.08746977013240842
"Weird Al","80's classic",0.07336148076457245
"Clint Eastwood","thriller",0.4319543485157519
"family","espionage",0.09139017220030848
"prison","based on a book",0.5907096544284415
"ghosts","twist ending",0.17682838864033554
"espionage","Jean Reno",0.2986265782046758
"espionage","twist ending",0.1435889273576205
